	SYMBOL	FDR	FC	avg.CDK4_inhib	avg.Untreated	NAME
lFApSLSpJakuGsvSNg	NA	0.59749264998447	-1.14	80.7	92.08	NA
fgQrpK6olfxX3rgvAU	C11orf54	0.59781909591271	1.13	105.5	93.5	chromosome 11 open reading frame 54
HeDVJ11Xy4VQt79XSc	PPIF	0.59781909591271	-1.16	83.13	96.33	peptidylprolyl isomerase F
ln6ihOlHv9LP8UsXok	DCUN1D5	0.59781909591271	-1.16	480.98	559.77	DCN1, defective in cullin neddylation 1, domain containing 5
6eeluSCdOuRB6gxfpA	ATP6V1H	0.598101611307311	1.13	427.01	376.33	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H
KURKrov3hgrXCou.u0	EDN1	0.598101611307311	-1.43	56.02	80.22	endothelin 1
i4rYpTkC6JBCie7V4Y	BCAP29	0.598218207709169	-1.15	161.11	184.5	B-cell receptor-associated protein 29
uRD1DX.3sXRmTA.nnU	PAPPA	0.598300612708315	1.2	234.8	196.38	pregnancy-associated plasma protein A, pappalysin 1
roqJCDdMvSIRIqX.JU	LRRC59	0.598707554062565	-1.13	100.89	113.68	leucine rich repeat containing 59
ceKUJU6o.u3H5F1_dM	NA	0.598707554062565	-1.15	77.43	89.41	NA
ZRVxVUBxXfXqAsPniU	PXK	0.598782382597666	1.14	127.15	111.37	PX domain containing serine/threonine kinase
EZTtaWYK6QgglHgElQ	TMA7	0.598782382597666	1.12	1595.63	1422.45	translation machinery associated 7 homolog
6entc7UoIJU.vinhfU	TTC1	0.598785805658296	1.12	361.53	322.71	tetratricopeptide repeat domain 1
ivcoetZIgJFSiSJn2g	NA	0.599068632988035	-1.15	84	96.41	NA
oI65C61WSiepeu84Vc	ZNF628	0.599542537071232	1.16	95.77	82.61	zinc finger protein 628
Wp0OBIjHGuunOncVKU	C3	0.599746093672655	1.21	65.83	54.55	complement component 3
oB6j6EsuuTetfll4iU	PARL	0.599883010708379	1.13	577.21	510.12	presenilin associated, rhomboid-like
rV99EXHR.EH_dcHur4	MLLT11	0.599883010708379	-1.14	2767.2	3151.51	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11
rpEf0GHUm0dU7XUlC4	USP2	0.599924102209083	1.18	97.1	82.58	ubiquitin specific peptidase 2
3qjh7rr_2cKKQSyrUo	SLF2	0.599924102209083	-1.15	157.52	180.6	SMC5-SMC6 complex localization factor 2
EG.6grleOJriCVoNV8	SDHAF1	0.600027240645742	-1.14	134.21	153.54	succinate dehydrogenase complex assembly factor 1
iIIkxQ5DKR3Uaa.hJQ	ACOT13	0.600027240645742	1.17	537.29	458.73	acyl-CoA thioesterase 13
HIYLoBIiSqV1RRd4XU	NA	0.60049417607238	1.16	92.25	79.51	NA
i3j0YeX3eE1UX13uVU	MTMR2	0.60049417607238	1.12	144.25	128.64	myotubularin related protein 2
EACkKkJKKgCGqioZLg	NA	0.600821617437709	1.16	96.23	82.67	NA
iQeVWUQVFWf2y.0.IA	CDKN2A	0.600821617437709	1.12	244.44	218.16	cyclin-dependent kinase inhibitor 2A
NR6FT3._bJXqJRfn3o	YIPF7	0.600821617437709	-1.15	75.02	86.01	Yip1 domain family, member 7
KfgniCkSpCiUKFEiXQ	TARBP2	0.601128240326252	-1.16	113.3	130.95	TAR (HIV-1) RNA binding protein 2
0SupKgFld9KGZ_z95M	NA	0.601128240326252	1.17	95.65	81.46	NA
ZigmnpB4KegR_cejDY	ARPC2	0.601223149236933	-1.13	2843.74	3212.64	actin related protein 2/3 complex, subunit 2, 34kDa
065_uLfr3ArFAQoJQI	KLF4	0.601223149236933	1.27	305.19	241.17	Kruppel-like factor 4 (gut)
fRq_nXG.m.unrdeu0s	PKNOX1	0.601223149236933	-1.14	76.27	87.04	PBX/knotted 1 homeobox 1
KSnUkF0lX111dKDUXM	PSORS1C1	0.601223149236933	1.17	95.18	81.41	psoriasis susceptibility 1 candidate 1
ige7pCIl0RdHK5IiVI	CALU	0.601223149236933	1.13	2248.96	1990.73	calumenin
6U3Wob3ad5dPu5IB7o	NA	0.601393314448608	1.15	250.89	218.84	NA
ZgrERNSq70Sn9EkKsU	DCAF11	0.601581867048945	1.15	135.93	118.1	DDB1 and CUL4 associated factor 11
Tx_op4ikoo_fiVKK_I	LOC641737	0.601771365495885	1.14	792.74	696.57	uncharacterized LOC641737
NR4F0Hkon09eKGe8UI	MLLT4-AS1	0.601771365495885	-1.16	68	78.7	MLLT4 antisense RNA 1 (head to head)
uUh_qIgSgjTII4qheU	NA	0.601771365495885	1.13	82.09	72.7	NA
rlU_JFNUR6eeN_.vio	ZFAND2A	0.601771365495885	-1.23	505.21	619.83	zinc finger, AN1-type domain 2A
9rkl7j3jqh6wN7l3l0	THAP11	0.602088138272137	-1.13	396.13	447.9	THAP domain containing 11
fR1MSzyuKOjmpntflo	EHD1	0.602122133274266	1.18	904.52	769.16	EH-domain containing 1
0ogp2tEp1KTd3VK7.I	IFT27	0.60222787551452	1.13	165.6	146.45	intraflagellar transport 27
rqt_Dyr.Td3q9F2Rnk	NA	0.60222787551452	-1.15	92.16	106.24	NA
HurpDPS58Ef9yb6xN4	YAP1	0.60222787551452	-1.15	380.94	437.45	Yes-associated protein 1
EfQqCs2nBCrgPrjlHU	POLR2B	0.60222787551452	-1.14	190.35	216.7	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa
0cVOsh0SeXuuB.p1eU	PRRC2A	0.60222787551452	-1.17	108.82	127.34	proline-rich coiled-coil 2A
6DgkeiKrdeAFeSAejg	CLIC4	0.60222787551452	1.17	431.89	370.62	chloride intracellular channel 4
iHsVpOIAVHSXsIVgJI	ZNF200	0.60222787551452	1.14	107.88	94.66	zinc finger protein 200
6PlAxH.UD_1QSV7CUk	FAM188A	0.60222787551452	-1.17	290.69	340.86	family with sequence similarity 188, member A
iSe.S9ag4SMXS36FDo	C9orf84	0.60222787551452	1.14	96	84.4	chromosome 9 open reading frame 84
3lJHkyf1_CCJDx5X0o	NA	0.60222787551452	-1.13	82.69	93.37	NA
EHTlUioe4Ap9e4XWOk	SAP30BP	0.602695845436293	1.15	106.15	92.26	SAP30 binding protein
xx_7pMJyKJa5ZeDlic	DNAJB12	0.602810436970899	1.15	142.88	124.29	DnaJ (Hsp40) homolog, subfamily B, member 12
6vnrqT9VL9zqdbfdC0	BRD4	0.602829330763786	1.18	112.03	95.22	bromodomain containing 4
oJAr3rt6b1fqg4FJ_0	NA	0.602829330763786	-1.13	81.51	91.74	NA
irowrh0CgIYdBegdIo	SP110	0.603164790072473	-1.15	101.9	117.21	SP110 nuclear body protein
lojns5Hg3o6bW_X07g	CFH	0.603206275631261	1.13	91.29	80.51	complement factor H
WFCuSI6EIklKIVJjeI	PLIN2	0.603206275631261	1.2	850.17	706.78	perilipin 2
3XUhN84AMFSpKRJAWk	SLX4IP	0.603359979307352	-1.12	104.64	117.67	SLX4 interacting protein
9uz4k3sO5ST7lSnKqc	TNFSF9	0.603442470277151	-1.15	214.35	246.24	tumor necrosis factor (ligand) superfamily, member 9
o3npd0VR54rRT7Uro4	NA	0.603442470277151	-1.12	85.15	95.2	NA
ER1CPOl2pC5764iHeg	HEXB	0.603442470277151	-1.13	1750.42	1974.5	hexosaminidase B (beta polypeptide)
uVeucFuBsiH73ihNRE	SZT2	0.603442470277151	1.13	99.01	87.6	seizure threshold 2 homolog (mouse)
xK_KKfz9XJHrgqfQe0	DNALI1	0.603550327007345	1.13	102.41	90.61	dynein, axonemal, light intermediate chain 1
0EnXekOzeCqAldeElI	PHF10	0.603550327007345	-1.12	112.95	127.06	PHD finger protein 10
Zk5Qkk50uq.yntE5J4	PPP1R2	0.603657569090267	1.13	340.44	301.08	protein phosphatase 1, regulatory (inhibitor) subunit 2
3Ve5yrlT9J.4T5V7H8	FAM120C	0.603657569090267	1.12	124.68	111.02	family with sequence similarity 120C
ifbvR.CBHboHnSlFCo	NA	0.60370290808887	-1.16	506.77	590.18	NA
6HlFLVSeSF9NV9N1Rw	NEDD4	0.603708942649987	-1.14	85.78	98.12	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase
l0F0Uqe3frURdnV7y4	SURF4	0.603708942649987	1.15	914.73	797.44	surfeit 4
N5CeiV1xWSn4kSTTUk	CDIP1	0.603708942649987	-1.13	99.37	111.88	cell death-inducing p53 target 1
HRSSf1Sfd7irR55UeQ	GAMT	0.603708942649987	1.14	401.66	351.67	guanidinoacetate N-methyltransferase
oTjiBZegn8JE4XqhSk	CAPSL	0.603807619049015	1.13	109.1	96.65	calcyphosine-like
9KihUR5xH3jVf6.xxU	SEPT2	0.603959835175634	1.13	2079.06	1839.9	septin 2
Wknr9.ArvqAr8somsk	VPS13A	0.604003235450336	1.16	108.64	93.79	vacuolar protein sorting 13 homolog A (S. cerevisiae)
u3p7NWLd4Bf51LVuok	ATP6V0E2-AS1	0.604003235450336	-1.12	86.95	97.75	ATP6V0E2 antisense RNA 1
NGrUu7n6bv9KikiAp0	SNORA10	0.604101721879338	-1.12	115.33	128.9	small nucleolar RNA, H/ACA box 10
NhRORdiQR_4lOdJc7Q	NA	0.60415181441118	1.16	94	80.77	NA
i8lC.NKKqQkfCp4BhU	NA	0.604187610286766	-1.16	68.74	79.64	NA
oiWI0YR5HUnu4SDiFM	DOPEY2	0.604198480048257	1.17	205.56	176.37	dopey family member 2
N6iIKOqCT5CgPufzUE	AICDA	0.604389931531066	-1.14	86.77	98.74	activation-induced cytidine deaminase
fqu9WlNJElzhT5BBd0	CARHSP1	0.604479862539234	-1.17	964.04	1125.21	calcium regulated heat stable protein 1, 24kDa
cvKKId_O0X0s34CatU	CUL4B	0.604479862539234	-1.15	196.06	226.04	cullin 4B
ZW7iUtSirsL3g69fng	MOXD1	0.604518920517332	1.25	258.21	206.07	monooxygenase, DBH-like 1
3LV5rVIyXg15Wi6CeA	TIMP1	0.604715665735045	-1.18	6950.52	8198.29	TIMP metallopeptidase inhibitor 1
rai2foXqKyK_W4pCNs	ZNF600	0.604868313096231	1.14	94.91	83.58	zinc finger protein 600
i1UBX7T9VS4neP3Iec	TERF2IP	0.604913287105832	1.13	346.31	307.19	telomeric repeat binding factor 2, interacting protein
N_vOIY3Z6hZV5W6AlE	NA	0.604964666025778	1.17	271.17	231.42	NA
HpR9XdAhwVIKgwju3U	ABCB6	0.60501886810138	1.14	358.19	313	ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)
Bl6nzepfdHSod34Z4c	TMEM63A	0.60501886810138	1.12	95.06	84.97	transmembrane protein 63A
NQjpngJAgoJ15V1wJ4	NA	0.605043074484683	1.13	3367.13	2982.7	NA
ZdUU95eUzl7Vf9dQFc	NA	0.605043074484683	-1.12	82.91	92.76	NA
raSShE1lJOVCd9eReg	MSL3	0.605043074484683	1.14	891.76	780.95	male-specific lethal 3 homolog (Drosophila)
Zn14qyI_zf.m3kQ6ck	RORA	0.605043074484683	1.12	125.96	112.93	RAR-related orphan receptor A
3qwoqLpfiEfs9QHdeg	DSTYK	0.605385046150706	1.12	141.89	126.54	dual serine/threonine and tyrosine protein kinase
HWn3q3_BJZjtjfRVRQ	SBDSP1	0.605592478206474	-1.17	286.6	334.03	Shwachman-Bodian-Diamond syndrome pseudogene 1
Eux0BAL63wn1F_JJfo	DSG2	0.605624307013897	-1.15	231.76	266.65	desmoglein 2
QkonueogKuklqJdIng	STRN4	0.605703864933302	1.13	98.1	86.6	striatin, calmodulin binding protein 4
TUp4hSwQOiC7VMkiK4	NA	0.605729887650367	-1.15	78.69	90.81	NA
BJIHip6jPXTrpJnTJg	STMN3	0.605796162047559	-1.17	65.85	76.79	stathmin-like 3
cpVRUsWTdXkv4ff4hI	BMP1	0.605796162047559	1.14	158.64	139.62	bone morphogenetic protein 1
EHVCiHwg6SOi6UO_JE	NT5C3A	0.605796162047559	-1.17	283.15	332.11	5'-nucleotidase, cytosolic IIIA
NdQiNvJJNLUQEfLpUQ	WNT5A	0.605963279101166	-1.2	113.69	136.89	wingless-type MMTV integration site family, member 5A
luoU1L5KAEJ8EZUePc	NA	0.605963279101166	1.13	88.47	78.05	NA
BNQog65S7OMA1Oy44o	CCAR1	0.605981640271814	-1.14	82.24	93.99	cell division cycle and apoptosis regulator 1
6UpQUQBipSUXuEEff0	NFAT5	0.60610790754205	1.15	138.38	120.65	nuclear factor of activated T-cells 5, tonicity-responsive
3GknivCnV98HsHQc94	ZEB2	0.606151108882616	-1.15	74.21	85.16	zinc finger E-box binding homeobox 2
rdUlN131cKXe3Uyd68	FAM178B	0.60693902173672	-1.12	82.04	92.08	family with sequence similarity 178, member B
uizS5_eieRp9RSuSus	NA	0.607344454026508	1.15	156.73	136.01	NA
HWMBKUeCd2VewfMVRU	RNPS1	0.607344454026508	-1.11	99.41	110.79	RNA binding protein S1, serine-rich domain
6I55cEvV10ClF_ue6o	HOXC13	0.607344454026508	1.16	93.46	80.75	homeobox C13
ZmuhflBIPiQSzSDteE	DST	0.607344454026508	-1.14	75.69	86.03	dystonin
31k6VB4gCB_OeVeoDU	NA	0.607344454026508	-1.14	85.4	97.43	NA
x4QI0v7u6IBLVJV9JQ	DPH3	0.607344454026508	-1.14	213.34	243.09	diphthamide biosynthesis 3
xc.ko4vqSoAq0q9NK4	CHCHD7	0.607614315309531	1.16	159.71	137.31	coiled-coil-helix-coiled-coil-helix domain containing 7
i97gE6YiWtoaIJZ1F0	NA	0.607663524055205	1.18	93.09	79.21	NA
iru4gJceCSeRpRxO6E	NTN4	0.607853114779803	1.14	107.6	94.65	netrin 4
6XY3xT6X9V6UstRdLI	SGMS1	0.608123104040568	-1.13	92.76	104.98	sphingomyelin synthase 1
0OgQB40Obucgqup6hE	GAREM	0.608123104040568	1.2	106.57	88.83	GRB2 associated, regulator of MAPK1
6B169GCERJtRiSqnmQ	NA	0.608123104040568	-1.13	78.02	88.4	NA
ukrjIIkBRtUYNUMOEk	MAPKAPK5	0.608123104040568	-1.15	320.66	369.08	mitogen-activated protein kinase-activated protein kinase 5
WX_lPqL_ntXSJTWtCQ	SAYSD1	0.608123104040568	1.14	117.1	102.91	SAYSVFN motif domain containing 1
WrV7vs.7Jf9ep9J1XE	CNOT1	0.608145006577482	-1.17	400.92	468.97	CCR4-NOT transcription complex, subunit 1
0Fcd9pVlJ3U3RH8Il0	TFB1M	0.608145006577482	1.15	259.73	226.25	transcription factor B1, mitochondrial
lrVAsaSeQAsugoD7cY	RTN3	0.608190570829372	1.18	267.33	226.39	reticulon 3
6zkgjhNHflAlNJIge4	NA	0.608190570829372	-1.13	85.5	96.38	NA
Ec7efVlRdSUiiDSz4o	RNF5P1	0.608190570829372	-1.15	154.13	177.57	ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1
fi6R4weuCXElNZUAt4	AHI1	0.608190570829372	-1.15	169.1	194.16	Abelson helper integration site 1
NUnqGKi.Tvq.IBk4WA	COPS5	0.608284528473436	-1.19	1038.58	1231.62	COP9 signalosome subunit 5
BVSVyV.Jf0V7negKcU	NA	0.608284528473436	1.15	130.83	113.6	NA
3Ug97zKRcFGSTigBpE	ATAD1	0.608388646136729	-1.17	105.26	123.46	ATPase family, AAA domain containing 1
lkbhEJ4XQidRv_n2JA	RHOT1	0.60854947881899	-1.14	133.2	151.22	ras homolog family member T1
H10pNT1DQgOOud5NLo	HTATIP2	0.60854947881899	1.16	323.23	278.79	HIV-1 Tat interactive protein 2, 30kDa
TeCpSOsHE8q.mreOtk	MAATS1	0.60854947881899	1.17	95.86	82.23	MYCBP-associated, testis expressed 1
BSeFOIf54guilUoSno	TOM1	0.60854947881899	1.13	108.42	95.87	target of myb1 membrane trafficking protein
onuvl521ULhcxe79_U	AKR1B1	0.60854947881899	1.22	4853.69	3980.09	aldo-keto reductase family 1, member B1 (aldose reductase)
9FF6drkU5PkOECUCPQ	FAM136BP	0.60854947881899	-1.13	95.34	107.32	family with sequence similarity 136, member B, pseudogene
NXSjqidHWIEogNBPks	RNF130	0.60854947881899	1.15	351.07	304.9	ring finger protein 130
6gvUShST_ikXkhS2Ao	MRPS23	0.608634664298927	-1.14	272.15	310.36	mitochondrial ribosomal protein S23
HYj1upsoV3iUruozLc	RAB3IP	0.608634664298927	-1.14	99	112.58	RAB3A interacting protein
NxEHomdGtZ4J3g10qI	NA	0.608634664298927	-1.14	106.9	121.55	NA
ElKvNSCYtVDlxhCEl8	CRK	0.608634664298927	1.15	160.51	139.16	v-crk avian sarcoma virus CT10 oncogene homolog
ixRdX.VCkTYF4vJKCo	CCZ1B	0.608634664298927	1.13	460.46	406.49	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
rfXlVS5U9StFI1CiZ8	ALPI	0.608634664298927	-1.14	77.42	88.29	alkaline phosphatase, intestinal
0nhwoprp398E9UblSo	CABLES1	0.608634664298927	-1.17	122.66	143.01	Cdk5 and Abl enzyme substrate 1
EKVCjpO4etXkKtf3_0	HINFP	0.608634664298927	-1.15	86.23	99.58	histone H4 transcription factor
KC1J.AOeT5.qUieyXo	GLIS3	0.608634664298927	-1.16	143.73	166.11	GLIS family zinc finger 3
Q3_LT7x4pL4uwonp5I	ATP2C1	0.608634664298927	1.15	189.86	165.05	ATPase, Ca++ transporting, type 2C, member 1
33q6S6VTJd6B7m95Mg	TCF3	0.608634664298927	-1.17	199.97	233.13	transcription factor 3
KU4iO7ULzcg4BGfmqI	GCSAM	0.608634664298927	-1.13	90.1	101.47	germinal center-associated, signaling and motility
6kjszmoujsQnlN5fek	SEC24B	0.608634664298927	-1.12	110.84	124.04	SEC24 homolog B, COPII coat complex component
BpPpulnJ3uVOB.ChdM	TFIP11	0.608634664298927	-1.13	165.03	185.76	tuftelin interacting protein 11
3F0ndXWVLReJa5ZKWo	NA	0.608634664298927	-1.18	67.08	78.9	NA
x_SX.XlfA.jF.rsonk	SNORA13	0.608634664298927	1.16	87.34	75.08	small nucleolar RNA, H/ACA box 13
BCguBKXhXjlQwakFco	JOSD1	0.608634664298927	-1.13	298.2	337.49	Josephin domain containing 1
6BpbqRJ6nhld1FPadU	NA	0.608634664298927	-1.13	88.48	100.17	NA
c7V.3Si0ypA98_VHu0	NA	0.608634664298927	-1.15	83.3	95.53	NA
ute0n3PIoOPnOF06zI	NA	0.608634664298927	1.13	86.04	75.92	NA
3dnuL.aupIZHvg3rJQ	SAFB2	0.608634664298927	-1.18	329.79	389.81	scaffold attachment factor B2
uEC__Jfn31v_V.t2dc	PLOD2	0.608634664298927	1.13	5797.4	5129.2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
KkSp3pfogqP1LxZLtE	NA	0.608634664298927	1.12	92.26	82.41	NA
34uJC8d8EyvlcRLp14	FAM26E	0.608634664298927	1.12	353.31	314.19	family with sequence similarity 26, member E
r_iBJ6cKOHcLse.k.U	TMEM45A	0.608634664298927	1.18	543.39	460.54	transmembrane protein 45A
l315953qWurp3SAMfk	MRRF	0.608693590291594	-1.13	129.86	146.62	mitochondrial ribosome recycling factor
BzXS5P.aO2quM7u5GU	NA	0.608693590291594	1.13	94.45	83.26	NA
3Xl_UAOPjxnqUHq7Wk	NA	0.608793252911316	-1.13	76.36	86.64	NA
68URnXVT1S4ln.5JFI	TP53TG1	0.608852193322119	1.15	112	97.75	TP53 target 1 (non-protein coding)
Tc56SFcOiHRecO_OeY	UBE2G1	0.608856314848136	-1.15	168.08	194.03	ubiquitin-conjugating enzyme E2G 1
NOCJSW0iEiKeFhhx4o	ITGA3	0.608859820802336	1.13	78.26	68.96	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)
HkS96d4DlMCSE3Q4K4	NA	0.609146523542966	1.14	101.05	88.8	NA
3scQJNRATUIR4qwR10	PSMD10	0.60923901525514	1.15	161.81	140.62	proteasome 26S subunit, non-ATPase 10
QFLEkopLAiuCTPl6ek	SNTB2	0.609587205114931	1.13	135.88	120.07	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)
3LJ1F4IqOgXerSgEno	SMCO4	0.610078651211401	1.14	154.46	136.05	single-pass membrane protein with coiled-coil domains 4
TQWIQEKIs2vSRRElFk	NA	0.610078651211401	1.13	128.36	113.71	NA
3mlSZXSo06VKyS7UV4	GTF2IRD2B	0.610240928771265	1.13	162.92	143.91	GTF2I repeat domain containing 2B
u5JCCPrfxcp7v1wneI	HSD17B12	0.610563834420604	1.15	1564.81	1362.72	hydroxysteroid (17-beta) dehydrogenase 12
ZUCggp.oC7VLTjnFIU	NIM1K	0.610661154775641	1.15	253.19	220.07	NIM1 serine/threonine protein kinase
QefpFMnwXkv30A5UOU	SPATS2	0.61077638204422	1.14	240.42	210.41	spermatogenesis associated, serine-rich 2
9WI0RR5HUF6gGS4h7k	TNFSF14	0.61082278571181	1.13	193.07	170.47	tumor necrosis factor (ligand) superfamily, member 14
ookV5.HSwxSldcgHxU	NA	0.610859712143622	1.15	78.97	68.58	NA
luIMgIUv0p85HxunTk	VCPKMT	0.610859712143622	-1.15	103.12	118.98	valosin containing protein lysine (K) methyltransferase
Kkid7gpDi7R9XedwwI	TMEM218	0.610862736405258	-1.14	408.69	465.74	transmembrane protein 218
fq.LrP0_ecAOEnV3u0	NA	0.610862736405258	-1.16	109.61	127.57	NA
onHjKFKCIoHaKEMqKo	KCNJ10	0.610862736405258	-1.13	78.15	88.36	potassium channel, inwardly rectifying subfamily J, member 10
Zkl_SEFeCSKFS9DTno	NA	0.611084636802941	-1.14	73.03	83.24	NA
lJ3kpFQIV3uVJd9fi8	CHST14	0.611084636802941	1.15	177.9	155.22	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14
fapTrkeyunkOt3ewoA	CDPF1	0.611084636802941	1.15	125.81	109.38	cysteine-rich, DPF motif domain containing 1
fX_a1S1Csp67TLfdHU	WLS	0.611084636802941	-1.15	264.63	303.02	wntless Wnt ligand secretion mediator
ue44A16OnhQh6R_9SU	TIMM23	0.611084636802941	-1.15	510	585.47	translocase of inner mitochondrial membrane 23 homolog (yeast)
NDRUAyeg8Wkj7suuBc	SNORD65	0.611084636802941	-1.13	80.64	91.44	small nucleolar RNA, C/D box 65
inrWLkuu.EHD40QUvE	RNY3	0.611084636802941	1.15	142.28	123.78	RNA, Ro-associated Y3
xR3tTgutERbTQlYV8k	NA	0.611084636802941	1.12	94.35	83.96	NA
33V5dL9dFc1epBRw.k	NA	0.611324119416906	1.14	99.23	87.25	NA
xV1G_v6c4yoKAV7xIk	FBXL13	0.611324119416906	1.15	93.86	81.74	F-box and leucine-rich repeat protein 13
laR9LIBT4K.0u91c14	PRIMPOL	0.611376041114606	-1.13	90.43	102.27	primase and polymerase (DNA-directed)
3rndqcX4GIz9UI93ko	ARIH1	0.611376041114606	-1.13	93.52	106.05	ariadne RBR E3 ubiquitin protein ligase 1
6W9dXeZd57KywKf3nI	NA	0.611465169490339	1.13	88.56	78.44	NA
BV69MIpw5ItEtJU16o	NA	0.611480123037261	1.15	117.44	102.47	NA
QieqL0IUl6kEw4j9J0	SNX29P2	0.611480123037261	-1.15	111.54	128.57	sorting nexin 29 pseudogene 2
rlHuVRf9er9MKN4Lro	CNBP	0.611480123037261	-1.13	94.15	106.16	CCHC-type zinc finger, nucleic acid binding protein
Q_NkItS7bldJS9_lFE	SDCCAG3	0.611480123037261	-1.15	107.97	123.63	serologically defined colon cancer antigen 3
KlEuBSi0eJQ4fxSeeE	TAOK1	0.611480123037261	1.16	164.33	141.24	TAO kinase 1
iSPq6y6ivuTopS4CeE	RPN1	0.611480123037261	1.13	2324.31	2063.05	ribophorin I
o1FEt2Z4nKDAvRsNE4	NA	0.611590429504719	1.15	91.3	79.43	NA
0P4XS5XhxB6A5QAdi0	SMG1P2	0.611722499820185	-1.14	127.5	144.73	SMG1 pseudogene 2
9SPOeeVLxlLNNr4UJI	SYF2	0.611722499820185	1.16	310.59	267.93	SYF2 pre-mRNA-splicing factor
Hk3aJW0K5THUL945FY	NA	0.611722499820185	1.12	86.81	77.73	NA
HlSI1AiV.iRRkII9Nk	NA	0.611784161356844	-1.13	3790.02	4285.13	NA
ZUCXcuxfXXfHTU1S0E	NA	0.611817612327804	1.23	221.01	179.89	NA
WguiinKqUS_efTwTIo	PARP14	0.611817612327804	1.17	101.55	87.04	poly (ADP-ribose) polymerase family, member 14
W8p4OX1G46KAKUHe14	SCMH1	0.611817612327804	-1.17	75.23	88.07	sex comb on midleg homolog 1 (Drosophila)
x74pTaEiHolSuEojrg	MRPL27	0.611817612327804	-1.17	360.16	422.42	mitochondrial ribosomal protein L27
xV6LUhxH0g9KSd9F3o	TTC39B	0.611817612327804	-1.12	86.5	97.28	tetratricopeptide repeat domain 39B
6ewSAlc_5fF7uf_6kU	LEMD3	0.612007071857848	-1.14	1886.59	2149.92	LEM domain containing 3
N5Uj533U81JSK1I0l4	NA	0.612034280037484	1.13	113.69	100.86	NA
0EmViEh5oFvX75fX3g	SNORD83B	0.612309712082895	-1.12	116.71	130.65	small nucleolar RNA, C/D box 83B
cSP6RcdeVRIkRRgEe0	EIF2A	0.612309712082895	-1.16	708.89	819.26	eukaryotic translation initiation factor 2A, 65kDa
EqhF_Sg7mi6JwaiaMg	NA	0.612752323183305	-1.12	78.68	88.31	NA
xONB.H0qk_3r3.nnvk	SLC25A40	0.613068943032868	-1.15	111.03	127.16	solute carrier family 25, member 40
BXhLzFErIe0L4gi4NA	RBBP4	0.613105379365875	-1.12	98.4	110.3	retinoblastoma binding protein 4
rh1Ict1ylNyyfcrdp0	NA	0.613105379365875	1.12	95.66	85.46	NA
BeoifQooIqj64IHpTU	CFDP1	0.613284747854081	-1.13	281.09	316.99	craniofacial development protein 1
u_VFUJ_oJu.uXs_UKo	NA	0.613596754022714	1.15	1953.93	1696.14	NA
lsTqP04lIopP6NT6lE	SPAG9	0.61371449201214	1.13	150.1	133.02	sperm associated antigen 9
Q_UC1Z5V65Z4UBJLFw	NA	0.61371449201214	-1.16	124.02	143.81	NA
cNOR4PQh79_htdroB8	NA	0.61371449201214	1.14	112.96	99.42	NA
rrRJJfL8ogicNErhR0	NA	0.614263601246403	-1.15	127.38	146.59	NA
ZF65k4uq38Iv_undU4	TSC22D2	0.614517712634691	1.16	243.61	210.01	TSC22 domain family, member 2
KkXuZcB54_l0H5UpoY	ACOX3	0.614870656058025	1.14	238.37	208.31	acyl-CoA oxidase 3, pristanoyl
9VSOvUDPXxdv69ULRI	NA	0.614976073903828	-1.14	89.62	101.87	NA
9VMwnnlHkiv.F2F1K4	GAR1	0.615287099766257	1.14	158.87	139.31	GAR1 homolog, ribonucleoprotein
3kSEbR3OIV47OXnjnk	NA	0.615430298155195	1.14	100.64	88.61	NA
ulIT2S.UUgO.9fO_lI	SNORD14A	0.615430298155195	-1.15	113.78	130.46	small nucleolar RNA, C/D box 14A
3QKRL8ij6qCogYFSok	NDNL2	0.615557707666537	-1.13	78.69	89.07	necdin-like 2, SMC5-SMC6 complex component
E5X57Z4a4eailK_.9M	NA	0.615589346723881	-1.13	86.52	97.36	NA
TT5df9Sknc9_SJTJKE	NECAP1	0.615692647599744	-1.17	296.67	346.91	NECAP endocytosis associated 1
T.qKeK6EjTitKL2IUk	NA	0.615739762116885	1.16	352.84	305.03	NA
NdK3qgt7npN10_5fTQ	ORAOV1	0.615739762116885	-1.16	106.28	123.3	oral cancer overexpressed 1
cf3p10BLK_ksKSrVP0	SLC2A3	0.615739762116885	1.18	764.86	648.36	solute carrier family 2 (facilitated glucose transporter), member 3
Qv5RB7311D15AdvUnY	RPAP3	0.615934706675355	-1.14	155.22	176.44	RNA polymerase II associated protein 3
ciIoqJGqTok0DOuiH8	NA	0.61601788696029	1.15	97.61	85	NA
onOCeoe5eIKA33lDuo	SETDB2	0.61610370431714	-1.18	95.58	112.41	SET domain, bifurcated 2
