	SYMBOL	RAE.GENE	Chr12q
10311	CCDC85B	-1	
10312	NA	NA	
10313	NA	NA	
10314	FAM60A	-1	
10315	SUSD5	0.08	
10316	CUX1	0.07	
10317	UQCR10	NA	
10318	RNF6	0.128	
10319	DAZAP2	0.096	
10320	PSMA1	0.128	
10321	PLEKHF2	0.118	
10322	NA	NA	
10323	TAX1BP1	-1	
10324	ARHGDIA	-1	
10325	NA	NA	
10326	EFHC2	NA	
10327	NA	NA	
10328	SLC16A3	0.07	
10329	GNL3L	NA	
10330	CAMKK2	0.144	
10331	SCP2	0.094	
10332	TMED5	0.07	
10333	MRPS12	0.08	
10334	UBR2	0.07	
10335	C7orf49	-1	
10336	NA	NA	
10337	RCE1	0.091	
10338	ALMS1	0.043	
10339	NA	NA	
10340	RPS20	-1	
10341	NUMB	-1	
10342	PPP1R11	NA	
10343	HLA-DMA	NA	
10344	PUS3	-1	
10345	PREPL	-1	
10346	FBP1	-1	
10347	CREB1	-1	
10348	DBN1	-1	
10349	HMG20B	-1	
10350	RPL7	0.128	
10351	EEF1D	0.075	
10352	STAU2	-1	
10353	PTGES	0.064	
10354	NA	NA	
10355	PDE9A	-1	
10356	TPT1	-1	
10357	ABCF3	-1	
10358	PTMA	0.053	
10359	AKAP13	-1	
10360	RALB	-1	
10361	DDX43	-1	
10362	ZC3H7B	0.107	
10363	STAU1	-1	
10364	KHDRBS1	-1	
10365	SGCE	-1	
10366	NA	NA	
10367	TRAM1	0.128	
10368	ANAPC13	-1	
10369	CHRDL1	NA	
10370	STOM	-1	
10371	ELAC1	-1	
10372	THRA	-1	
10373	WHSC1	0.059	
10374	ERO1L	-1	
10375	STS	NA	
10376	EIF3H	-1	
10377	SF3A3	0.075	
10378	SYT1	0.225	
10379	TAB2	NA	
10380	PTGES2	-1	
10381	PPP1R2	-1	
10382	NEAT1	NA	
10383	AVPR1A	0.187	
10384	PIK3R5	0.064	
10385	EFEMP2	-1	
10386	DCT	-1	
10387	PSMC4	0.086	
10388	PSEN2	-1	
10389	DGCR14	-1	
10390	PLSCR3	0.053	
10391	MYO1F	-1	
10392	PABPC4	0.08	
10393	BMP5	0.064	
10394	TFDP1	-1	
10395	OSTF1	0.102	
10396	SEMA6A	-1	
10397	H3F3A	0.171	
10398	AZIN1	0.107	
10399	SFN	0.07	
10400	CDK16	NA	
10401	RPF1	NA	
10402	RBBP4	0.064	
10403	SIL1	0.075	
10404	LBP	0.139	
10405	GPR1	-1	
10406	PARD3	0.048	
10407	DKK3	-1	
10408	GNG5	-1	
10409	CDYL	-1	
10410	AP2B1	-1	
10411	USF2	0.07	
10412	RARA	0.064	
10413	TAOK2	-1	
10414	GEMIN8	NA	
10415	TPSAB1	0.048	
10416	GLUD2	NA	
10417	MTF2	-1	
10418	CHRNA6	0.096	
10419	BAZ1B	0.07	
10420	CCNC	-1	
10421	PPP6R2	NA	
10422	CSGALNACT1	-1	
10423	NAE1	-1	
10424	CXXC1	-1	
10425	NA	NA	
10426	NA	NA	
10427	LHX3	-1	
10428	SAMSN1	0.075	
10429	PAIP1	-1	
10430	HPCAL1	-1	
10431	KLHDC10	0.08	
10432	RAB7A	-1	
10433	RAB26	-1	
10434	CEP70	-1	
10435	IDE	0.07	
10436	LAIR2	-1	
10437	PAPSS2	-1	
10438	RRP7A	-1	
10439	GFRA1	-1	
10440	NA	NA	
10441	ATP5L	0.176	
10442	ALG12	0.107	
10443	GATA6	0.064	
10444	CDKN2AIP	-1	
10445	DECR2	0.07	
10446	RIOK2	-1	
10447	PEX1	0.07	
10448	RIF1	-1	
10449	POU4F1	-1	
10450	ATR	-1	
10451	VPS13D	-1	
10452	VWA8	NA	
10453	PI4KB	0.166	
10454	NNT	-1	
10455	TMCO1	0.171	
10456	MUTYH	0.075	
10457	RNF216	0.123	
10458	ASAH1	0.08	
10459	NA	NA	
10460	LIPT1	0.075	
10461	MLST8	NA	
10462	NA	NA	
10463	PEX16	0.096	
10464	STYXL1	-1	
10465	POLD2	0.102	
10466	LILRB2	-1	
10467	ZBTB48	0.086	
10468	PSMD4	0.171	
10469	NFATC3	-1	
10470	NA	NA	
10471	DDX52	0.075	
10472	PIK3CB	-1	
10473	C21orf33	-1	
10474	SMNDC1	0.032	
10475	MPZL1	0.193	
10476	DCTN5	0.053	
10477	NAA10	NA	
10478	TNK1	-1	
10479	CITED2	-1	
10480	PINLYP	NA	
10481	SCD5	-1	
10482	MPG	0.07	
10483	LAMP2	NA	
10484	TFPI	-1	
10485	NA	NA	
10486	PAK1IP1	-1	
10487	HLA-E	NA	
10488	QPCT	-1	
10489	IGFBP7	-1	
10490	GNA11	0.102	
10491	BANK1	0.043	
10492	HFE	-1	
10493	EIF1AX	NA	
10494	CHEK1	-1	
10495	KRAS	0.07	
10496	NA	NA	
10497	FBXO7	0.096	
10498	ZNF282	0.08	
10499	ERLIN2	0.096	
10500	SDAD1	-1	
10501	LRRFIP2	0.08	
10502	PHB	0.053	
10503	GNA14	-1	
10504	CALD1	0.07	
10505	MAP2K1	0.086	
10506	KPNA3	0.16	
10507	NA	NA	
10508	GNA11	-1	
10509	NA	NA	
10510	PGK1	NA	
10511	FAM21C	-1	
10512	IRAK3	0.385	
10513	NSD1	0.086	
10514	CEBPZ	-1	
10515	SRCAP	-1	
10516	TEAD3	-1	
10517	G6PD	NA	
10518	URB1	NA	
10519	KRT86	0.107	
10520	SMEK1	-1	
10521	FAM198B	NA	
10522	IQSEC1	-1	
10523	ITGA8	-1	
10524	DNAH3	-1	
10525	EXOSC5	-1	
10526	NA	NA	
10527	UNC50	0.075	
10528	PSME4	-1	
10529	MARK3	-1	
10530	DIAPH1	-1	
10531	SLC39A8	-1	
10532	ATP6V1C1	-1	
10533	HOXA10	-1	
10534	MYO19	-1	
10535	PLEKHM2	-1	
10536	NEIL1	0.059	
10537	DUSP9	NA	
10538	ACLY	-1	
10539	STEAP3	0.086	
10540	ID2	-1	
10541	PCGF2	0.075	
10542	ATXN3	0.08	
10543	NAA38	NA	
10544	GAPVD1	0.08	
10545	CHL1	-1	
10546	ACTG1	0.064	
10547	NA	NA	
10548	SLC1A2	-1	
10549	GATAD2A	0.091	
10550	RAD17	NA	
10551	WAS	NA	
10552	ARHGEF4	0.091	
10553	ADORA2A	-1	
10554	SEC14L5	0.048	
10555	HCFC1	NA	
10556	ARHGAP8	-1	
10557	DDX18	-1	
10558	SFN	0.07	
10559	STAG1	-1	
10560	VARS	NA	
10561	TMEM187	NA	
10562	B4GALT3	0.198	
10563	TMEM33	-1	
10564	TSPAN14	-1	
10565	IFNG	0.866	X
10566	ACAD8	0.15	
10567	NA	NA	
10568	MTMR2	-1	
10569	LRP1	0.176	
10570	TPP1	-1	
10571	RUFY3	0.059	
10572	TTI2	NA	
10573	RRP15	-1	
10574	EHBP1L1	-1	
10575	EEF1A1	-1	
10576	NLRP1	-1	
10577	FBXL7	0.166	
10578	PPIF	0.043	
10579	MYLK	0.064	
10580	AKAP10	0.064	
10581	TP63	-1	
10582	DKK3	-1	
10583	CBLB	0.064	
10584	HGS	0.064	
10585	UTP14A	NA	
10586	HUS1	0.086	
10587	VWA5A	-1	
10588	THAP7	-1	
10589	MZF1	-1	
10590	NA	NA	
10591	MRPL16	0.08	
10592	CFI	0.043	
10593	CNOT8	-1	
10594	POLG	0.053	
10595	SUN1	NA	
10596	LRPPRC	0.048	
10597	EIF2S2	0.112	
10598	ACTB	-1	
10599	RREB1	-1	
10600	GDAP2	0.048	
10601	HSPH1	0.123	
10602	SATB2	-1	
10603	MINK1	0.053	
10604	CTDSPL	-1	
10605	NA	NA	
10606	TAF2	-1	
10607	ETV1	0.118	
10608	APEX2	NA	
10609	CYP2D6	0.096	
10610	CLTA	-1	
10611	AFF2	NA	
10612	SCAF11	NA	
10613	MAMLD1	NA	
10614	DDX39B	NA	
10615	STK25	-1	
10616	LRRC6	-1	
10617	TGM4	-1	
10618	NA	NA	
10619	MGAT5	0.075	
10620	SLC16A3	0.07	
10621	MACF1	0.086	
10622	SCARB1	0.096	
10623	ALG8	-1	
10624	HOXB5	0.053	
10625	RIN2	0.07	
10626	JAK2	-1	
10627	NUDT4	-1	
10628	NOP14	-1	
10629	RPL38	-1	
10630	AKAP11	0.139	
10631	PDE3A	-1	
10632	PMM2	0.064	
10633	RPS20	-1	
10634	LRRN3	-1	
10635	POLR1E	0.123	
10636	KATNB1	-1	
10637	SORBS3	0.091	
10638	RNF40	0.043	
10639	MRPL19	-1	
10640	HNRNPH1	-1	
10641	FAM222B	NA	
10642	ENO1	0.075	
10643	NA	NA	
10644	CCDC53	-1	
10645	SRPR	-1	
10646	PES1	0.107	
10647	UNC13B	0.118	
10648	SRSF10	NA	
10649	IL15	0.037	
10650	OSBPL2	-1	
10651	DALRD3	0.128	
10652	STRA13	0.07	
10653	NA	NA	
10654	LRRN3	-1	
10655	KIAA1109	0.048	
10656	FAM32A	0.091	
10657	NA	NA	
10658	DBI	0.08	
10659	LST1	NA	
10660	TIMM17A	0.112	
10661	PPP3R1	-1	
10662	TMEM248	NA	
10663	SCD	0.048	
10664	SUB1	-1	
10665	TUBD1	-1	
10666	GAB1	0.043	
10667	BUB3	-1	
10668	HSPA14	0.07	
10669	PSMD5	0.102	
10670	CDK13	NA	
10671	ICA1	-1	
10672	ZFYVE9	0.08	
10673	NA	NA	
10674	SLC38A4	0.118	
10675	METTL2B	0.07	
10676	EIF1AX	NA	
10677	PLA2G4A	-1	
10678	HDLBP	-1	
10679	PMVK	0.182	
10680	NDUFA6	0.102	
10681	ATP13A2	0.075	
10682	R3HCC1	NA	
10683	HN1L	0.048	
10684	FBXO21	0.144	
10685	MAP3K9	-1	
10686	SH3TC1	-1	
10687	TOP3A	0.064	
10688	CDK13	NA	
10689	TSC1	-1	
10690	AGO3	NA	
10691	DPP6	0.07	
10692	TSTA3	-1	
10693	CPA3	-1	
10694	DCTD	0.075	
10695	ATRAID	NA	
10696	HTRA2	-1	
10697	NUCKS1	0.118	
10698	RAB28	-1	
10699	EEF2	0.091	
10700	CCDC47	0.064	
10701	DYNC2LI1	0.048	
10702	HBP1	-1	
10703	CHSY1	-1	
10704	MSL2	-1	
10705	NDUFB7	-1	
10706	TTC37	0.064	
10707	RBMX2	NA	
10708	TWSG1	0.053	
10709	CHST11	0.102	
10710	TUBA4A	-1	
10711	ATP6V0C	-1	
10712	LSM4	0.091	
10713	MLH3	-1	
10714	STYK1	-1	
10715	MTMR1	NA	
10716	TRMT61A	0.123	
10717	NPRL3	NA	
10718	ABCG1	0.091	
10719	EPB41L1	-1	
10720	LOX	0.059	
10721	NA	NA	
10722	POLRMT	-1	
10723	PCSK5	-1	
10724	FAF1	-1	
10725	MTX1	0.176	
10726	ACTG1	0.064	
10727	ARHGAP1	0.123	
10728	SUPT6H	0.053	
10729	TOMM70A	0.053	
10730	HLA-DQB1	-1	
10731	ATP6V1D	0.091	
10732	FBXO46	-1	
10733	SDF4	-1	
10734	BACH1	-1	
10735	GLTP	0.128	
10736	NTRK2	0.112	
10737	RCC1	-1	
10738	ELOVL6	-1	
10739	PML	0.048	
10740	DCAF13	NA	
10741	UBXN4	-1	
10742	FKBP15	0.096	
10743	KAT7	NA	
10744	TMPO	-1	
10745	EPS15	0.08	
10746	SULF1	-1	
10747	POLDIP3	0.107	
10748	ARHGEF10	0.102	
10749	IL27RA	0.118	
10750	FAM63B	0.086	
10751	TLE2	0.107	
10752	NYX	NA	
10753	RAN	-1	
10754	ALDH7A1	0.07	
10755	FRMD4A	0.059	
10756	RLF	-1	
10757	TBC1D4	0.139	
10758	WDR4	0.086	
10759	PPP2R1A	0.096	
10760	EMC2	NA	
10761	NA	NA	
10762	RRM1	0.128	
10763	NA	NA	
10764	RP11-649A18.7	NA	
10765	NAGLU	-1	
10766	ANK2	0.048	
10767	JUN	-1	
10768	TAP1	NA	
10769	TRIM2	-1	
10770	TNFSF10	-1	
10771	LRRTM4	0.043	
10772	LATS1	-1	
10773	PCMT1	0.166	
10774	XRCC5	-1	
10775	ACIN1	0.086	
10776	PGRMC2	0.043	
10777	ZMIZ2	0.091	
10778	NA	NA	
10779	DNAAF2	NA	
10780	NA	NA	
10781	RPS14	0.07	
10782	DGCR6	0.096	
10783	LST1	NA	
10784	CHD3	0.053	
10785	NAP1L1	0.225	
10786	ANP32B	-1	
10787	SSTR2	-1	
10788	TXN2	-1	
10789	TRPC6	-1	
10790	PSMC2	0.08	
10791	EFTUD1	-1	
10792	NA	NA	
10793	FOXJ3	0.096	
10794	ECM2	-1	
10795	FGF12	-1	
10796	GOT1	-1	
10797	SETD2	0.112	
10798	NDST1	-1	
10799	CYP2E1	0.075	
10800	WARS	0.107	
10801	ITPR2	0.091	
10802	PSG1	-1	
10803	NA	NA	
10804	TMEM66	-1	
10805	TRIM3	-1	
10806	MICALL1	-1	
10807	HMGXB4	-1	
10808	RPS11	0.102	
10809	GNL1	NA	
10810	PRDX1	0.075	
10811	RPA3	0.118	
10812	PA2G4	-1	
10813	NA	NA	
10814	R3HDM1	0.075	
10815	POLR1D	-1	
10816	DNM1L	-1	
10817	ASL	-1	
10818	ATP5SL	0.086	
10819	WDR26	0.176	
10820	RPL30	0.128	
10821	CYTH1	0.07	
10822	FAM129A	-1	
10823	KCTD9	-1	
10824	CEP350	0.102	
10825	RSU1	-1	
10826	CREBBP	-1	
10827	NPC1	0.064	
10828	ASPN	0.118	
10829	MACF1	-1	
10830	SPIN1	-1	
10831	MED15	-1	
10832	DNAJC4	0.08	
10833	TYRP1	-1	
10834	SEC16A	0.086	
10835	FAXDC2	NA	
10836	DOCK1	-1	
10837	AKAP9	0.07	
10838	SAR1A	-1	
10839	BMPR1A	-1	
10840	GPAA1	-1	
10841	NA	NA	
10842	HLA-G	NA	
10843	LTBP1	-1	
10844	POLR2D	-1	
10845	MAP3K3	-1	
10846	NA	NA	
10847	ANKRD28	-1	
10848	TAZ	NA	
10849	TUBB	NA	
10850	PLAT	-1	
10851	VBP1	NA	
10852	BCLAF1	-1	
10853	NBEAL2	0.075	
10854	NA	NA	
10855	NA	NA	
10856	THSD7A	0.118	
10857	TMX1	-1	
10858	UBE3B	-1	
10859	LPCAT3	0.086	
10860	SAP130	0.075	
10861	SMYD5	0.043	
10862	LEPR	-1	
10863	TMED10	-1	
10864	SF3B1	0.064	
10865	POLR3G	0.048	
10866	PPAP2A	-1	
10867	CLEC16A	-1	
10868	ARHGDIA	-1	
10869	NA	NA	
10870	ZNF768	-1	
10871	NA	NA	
10872	PEX14	-1	
10873	CEP57	-1	
10874	RANBP6	-1	
10875	NA	NA	
10876	TRIM44	-1	
10877	VGF	0.064	
10878	SECISBP2L	0.07	
10879	RABEP1	-1	
10880	MYL5	-1	
10881	CSPG4	0.053	
10882	WWP2	-1	
10883	PRPF4B	-1	
10884	SPAG9	-1	
10885	TRA2A	0.139	
10886	TRPC1	-1	
10887	POMZP3	-1	
10888	NA	NA	
10889	RAB2A	-1	
10890	RABGGTB	0.07	
10891	ANKRD26	-1	
10892	MAP4	0.127	
10893	IFNAR2	-1	
10894	PNRC2	-1	
10895	RPL4	-1	
10896	PSIP1	0.166	
10897	SLC16A1	0.08	
10898	ELF1	0.171	
10899	MAP3K11	0.08	
10900	ZBTB7A	-1	
10901	NAA60	NA	
10902	BSDC1	0.075	
10903	PPP2R5C	0.102	
10904	CCL3	0.059	
10905	IFT88	0.144	
10906	SUPT4H1	-1	
10907	AKTIP	0.08	
10908	SULT1A1	-1	
10909	ELP5	NA	
10910	CCDC91	0.08	
10911	ANKRD46	-1	
10912	FAM179B	-1	
10913	PIK3IP1	-1	
10914	PTOV1	-1	
10915	LST1	NA	
10916	PTTG1IP	0.08	
10917	YWHAB	0.144	
10918	C9orf16	0.107	
10919	KLHDC4	-1	
10920	EIF3E	0.096	
10921	SNAP23	0.118	
10922	AKAP7	-1	
10923	FKBP4	-1	
10924	APBB2	-1	
10925	AGO1	NA	
10926	SNX10	0.134	
10927	COX11	0.075	
10928	SENP5	0.139	
10929	NA	NA	
10930	CSF2RB	0.091	
10931	ADAM10	-1	
10932	GIGYF2	-1	
10933	FKBP1A	-1	
10934	TBC1D5	-1	
10935	TRPC4AP	-1	
10936	NOP2	0.091	
10937	MAPK1IP1L	0.107	
10938	TFAP2A	-1	
10939	NA	NA	
10940	GPN2	-1	
10941	SRPR	0.176	
10942	NEBL	0.059	
10943	BACH1	0.075	
10944	DUSP2	0.075	
10945	TERF2	0.107	
10946	MKRN1	-1	
10947	MRPL23	0.134	
10948	XPA	0.112	
10949	PCNT	-1	
10950	TSPAN2	-1	
10951	TPM1	-1	
10952	NRF1	-1	
10953	ADRBK1	-1	
10954	PAM	0.059	
10955	GPR183	-1	
10956	C1R	0.086	
10957	BZW1	0.075	
10958	SCO2	-1	
10959	PATZ1	0.102	
10960	POLR2C	0.07	
10961	BAZ2A	-1	
10962	F10	-1	
10963	VNN1	0.134	
10964	OXR1	-1	
10965	HMOX2	-1	
10966	SNX3	0.086	
10967	REEP5	-1	
10968	MFSD6	0.048	
10969	ILF3	-1	
10970	PAF1	0.08	
10971	CTD-2540B15.9	NA	
10972	ORAI2	-1	
10973	DACT1	-1	
10974	SERPINA3	-1	
10975	N4BP1	-1	
10976	PSMD4	-1	
10977	RPA1	-1	
10978	KBTBD4	0.139	
10979	AGL	0.075	
10980	EPHB6	0.075	
10981	NPR2	-1	
10982	TBC1D9B	-1	
10983	NA	NA	
10984	C15orf39	0.048	
10985	ARHGEF3	-1	
10986	RBCK1	0.102	
10987	DNASE2	0.096	
10988	TIMM23	-1	
10989	UBR4	-1	
10990	VAMP4	0.273	
10991	CHAF1A	-1	
10992	KHDRBS1	0.07	
10993	EDAR	0.08	
10994	TROVE2	0.107	
10995	SLC16A2	NA	
10996	HSPA4	-1	
10997	PSMD1	-1	
10998	ST3GAL5	0.053	
10999	CHUK	0.048	
11000	AP5S1	NA	
11001	LRRC40	0.091	
11002	MYCBP	-1	
11003	NA	NA	
11004	SNRNP40	0.07	
11005	CLMN	0.07	
11006	FER	-1	
11007	IST1	NA	
11008	PHACTR2	0.171	
11009	FUBP3	0.053	
11010	ENTPD1	-1	
11011	ATMIN	-1	
11012	SRD5A1	0.139	
11013	NA	NA	
11014	ABCG4	-1	
11015	SUPT7L	0.053	
11016	NA	NA	
11017	STX7	-1	
11018	EIF5A	-1	
11019	HIST1H1C	0.059	
11020	ALDH1B1	0.102	
11021	LANCL1	-1	
11022	SECISBP2	0.123	
11023	METTL9	0.059	
11024	SCAMP1	0.07	
11025	NA	NA	
11026	RCN2	-1	
11027	PLCB1	0.08	
11028	SYNGR1	-1	
11029	NA	NA	
11030	CAMK2G	-1	
11031	B3GNT2	-1	
11032	ZNF148	0.08	
11033	DPYSL2	-1	
11034	CNOT8	0.07	
11035	NUMB	0.102	
11036	ILKAP	-1	
11037	SLC22A18	-1	
11038	TWIST1	-1	
11039	TMPRSS15	NA	
11040	ZNF385D	0.048	
11041	BRCA2	-1	
11042	MANSC1	0.102	
11043	CUTC	-1	
11044	HERC5	-1	
11045	SULT1A2	-1	
11046	TUBGCP2	-1	
11047	CLPTM1	0.102	
11048	ZNF669	0.16	
11049	TMEM40	-1	
11050	NA	NA	
11051	PHLDA2	0.128	
11052	UGDH	-1	
11053	ZEB1	0.053	
11054	DDB1	-1	
11055	UQCC	-1	
11056	KCNK1	0.155	
11057	ILVBL	0.107	
11058	DACH1	0.139	
11059	TOB2	0.107	
11060	NOD1	0.128	
11061	DENND4C	0.182	
11062	WIPI2	0.138	
11063	DNPEP	-1	
11064	ASNA1	0.102	
11065	NA	NA	
11066	RAB11FIP2	-1	
11067	CLPTM1	-1	
11068	SLC4A10	0.048	
11069	UFSP2	0.08	
11070	NA	NA	
11071	TMCO3	0.134	
11072	PPP1R3D	0.171	
11073	BRAP	-1	
11074	CSPP1	0.134	
11075	FGL2	-1	
11076	TPM4	-1	
11077	PQBP1	NA	
11078	LATS1	-1	
11079	NDUFB11	NA	
11080	CNOT3	-1	
11081	PRDM10	-1	
11082	NA	NA	
11083	WDR78	0.096	
11084	MECOM	NA	
11085	APBB2	-1	
11086	TXLNG	NA	
11087	RP11-566E18.3	NA	
11088	UBR2	0.07	
11089	TRIOBP	0.096	
11090	STAT6	0.182	
11091	PLEK	0.043	
11092	CDC73	0.107	
11093	NA	NA	
11094	RPL22	0.086	
11095	RABEPK	0.08	
11096	HSPA4	0.064	
11097	COQ9	-1	
11098	AEBP1	-1	
11099	RBFOX2	NA	
11100	MZF1	-1	
11101	PDE4DIP	-1	
11102	KLF7	0.048	
11103	RBM26	-1	
11104	AUTS2	-1	
11105	C1QTNF3	0.128	
11106	FBXL6	-1	
11107	UBFD1	-1	
11108	NA	NA	
11109	CALD1	0.07	
11110	SPAG1	0.118	
11111	SERPINF1	0.064	
11112	MED21	0.075	
11113	NFIB	-1	
11114	YIPF6	NA	
11115	PDCD2	-1	
11116	NA	NA	
11117	PPARD	0.07	
11118	LRP6	-1	
11119	POLR3C	0.118	
11120	ANK3	-1	
11121	AMD1	-1	
11122	GNL3	-1	
11123	AMFR	0.075	
11124	HMGCL	0.075	
11125	TBC1D9B	-1	
11126	RPS6KA5	0.086	
11127	ATP6AP2	NA	
11128	GRWD1	-1	
11129	IRF7	-1	
11130	MYO10	0.144	
11131	BSCL2	0.096	
11132	PTBP1	-1	
11133	SRSF9	NA	
11134	FIGF	NA	
11135	KIAA1549L	NA	
11136	PSMD13	-1	
11137	TTC3	0.091	
11138	SERP1	0.048	
11139	PCLO	0.08	
11140	DYRK1A	-1	
11141	FILIP1L	0.053	
11142	CNOT3	0.091	
11143	NA	NA	
11144	CASP2	0.086	
11145	MALT1	0.064	
11146	NA	NA	
11147	NA	NA	
11148	ELF2	0.07	
11149	UBE2N	0.182	
11150	GNAS	-1	
11151	PHLDA1	0.262	
11152	ACADVL	-1	
11153	RPP14	0.107	
11154	FBXW11	0.091	
11155	IFI27	-1	
11156	NA	NA	
11157	ATIC	0.048	
11158	ALDH7A1	0.07	
11159	ACOX2	0.086	
11160	PHF17	0.037	
11161	PDGFRA	0.037	
11162	CAMK2N1	-1	
11163	TCF7L1	-1	
11164	HMGXB4	-1	
11165	NUDT2	-1	
11166	TNFRSF8	-1	
11167	SNTB2	0.107	
11168	SUV39H1	NA	
11169	CEP350	0.102	
11170	SYF2	-1	
11171	NTM	-1	
11172	ACE2	NA	
11173	CTBP1	0.064	
11174	CRKL	-1	
11175	VAPB	-1	
11176	PPIA	0.091	
11177	RAP1GDS1	0.037	
11178	GSAP	NA	
11179	USP4	0.128	
11180	FCGR3B	-1	
11181	SIRPA	-1	
11182	DHX34	0.102	
11183	RNF115	0.112	
11184	FXR2	-1	
11185	TGFBI	-1	
11186	CKMT2	-1	
11187	PDE4DIP	-1	
11188	SLC25A36	-1	
11189	AHCYL1	0.053	
11190	GYS1	-1	
11191	PDCD6	0.15	
11192	PRMT2	-1	
11193	EIF4A2	-1	
11194	GFER	-1	
11195	SERBP1	-1	
11196	MAX	0.106	
11197	ARHGDIA	-1	
11198	PTP4A3	0.118	
11199	MGST2	0.043	
11200	CEACAM5	-1	
11201	NUDT4	0.203	
11202	TGFBR3	0.053	
11203	TRIM28	0.123	
11204	FAM89B	0.091	
11205	ABCF2	-1	
11206	FKBP9	0.128	
11207	CAPN3	-1	
11208	BTRC	-1	
11209	SRRM1	0.075	
11210	SRPK1	-1	
11211	FN3KRP	0.08	
11212	NA	NA	
11213	GPBP1L1	0.075	
11214	NA	NA	
11215	S100A14	0.187	
11216	PAFAH1B1	0.064	
11217	ICT1	-1	
11218	ALDH8A1	0.155	
11219	PPP2R5D	0.07	
11220	PFDN1	-1	
11221	MOSPD2	NA	
11222	VAMP2	-1	
11223	NLGN4X	NA	
11224	GSAP	NA	
11225	NR5A2	-1	
11226	SDF4	0.08	
11227	DYNC1H1	0.107	
11228	DCBLD2	-1	
11229	PDE4DIP	-1	
11230	CNTFR	0.123	
11231	KAT6B	NA	
11232	THOC7	-1	
11233	MRPL2	0.075	
11234	GLTSCR1	0.102	
11235	PRPF40A	0.053	
11236	SMCR7L	0.096	
11237	PKN2	-1	
11238	EML1	0.102	
11239	TRAPPC12	NA	
11240	PON2	-1	
11241	NA	NA	
11242	GNAS	0.16	
11243	RFC2	-1	
11244	CALR	-1	
11245	HSPB11	0.091	
11246	PGAP1	-1	
11247	NF1	-1	
11248	RC3H2	-1	
11249	LPIN1	-1	
11250	RRP7A	0.102	
11251	EEF1A1	0.059	
11252	GUK1	-1	
11253	ZNF22	0.048	
11254	CHMP4A	0.064	
11255	CELSR2	0.053	
11256	RTEL1	0.16	
11257	NA	NA	
11258	ADAMTS8	-1	
11259	USP47	0.134	
11260	ACSF2	0.053	
11261	THTPA	0.064	
11262	TNC	0.112	
11263	WDR77	-1	
11264	EGLN3	-1	
11265	RP11-932O9.9	NA	
11266	RIOK3	-1	
11267	CCDC109B	-1	
11268	CANT1	0.07	
11269	GPATCH3	-1	
11270	EP400	-1	
11271	ATP1A1	0.053	
11272	STAG2	NA	
11273	NLK	-1	
11274	TP53BP2	-1	
11275	CDC42BPA	0.155	
11276	TBC1D12	0.059	
11277	BRD1	0.107	
11278	PCDH11Y	NA	
11279	MED14	NA	
11280	HMGN5	NA	
11281	LRRC1	-1	
11282	PSMD7	-1	
11283	SPCS2	0.102	
11284	BZW2	0.139	
11285	HFE	-1	
11286	MMADHC	0.053	
11287	CEP170B	NA	
11288	C9orf91	0.107	
11289	SPATA20	0.059	
11290	FAM3A	NA	
11291	MOBP	0.053	
11292	NCAM2	0.075	
11293	NA	NA	
11294	PMPCA	-1	
11295	SBF1	0.139	
11296	KL	0.123	
11297	RPL41	0.086	
11298	TGOLN2	-1	
11299	NA	NA	
11300	GPR107	-1	
11301	CERS2	NA	
11302	CXADR	-1	
11303	MEF2D	-1	
11304	MYO1E	-1	
11305	ZNF675	0.112	
11306	VPS13D	-1	
11307	HADHA	-1	
11308	NFIX	-1	
11309	ATRX	NA	
11310	DHX15	0.037	
11311	RPL13	-1	
11312	G6PC3	-1	
11313	FAM50A	NA	
11314	PPP1CA	-1	
11315	SH3GL3	-1	
11316	PLIN2	NA	
11317	ARPC5L	-1	
11318	UBE2K	-1	
11319	INPP5F	-1	
11320	PTPRZ1	-1	
11321	NA	NA	
11322	ZCCHC6	0.112	
11323	NA	NA	
11324	MGAT4A	0.075	
11325	CAMLG	0.075	
11326	EGFL6	NA	
11327	DCN	0.264	
11328	SMARCC2	-1	
11329	FUBP1	-1	
11330	CD40	-1	
11331	NUS1	0.118	
11332	IL16	-1	
11333	PALLD	-1	
11334	GNA11	0.102	
11335	MALT1	-1	
11336	SLC46A1	0.043	
11337	PHF11	-1	
11338	RPL15	-1	
11339	CDC14A	-1	
11340	VDAC3	0.096	
11341	SENP5	0.139	
11342	RNPS1	-1	
11343	URI1	NA	
11344	NA	NA	
11345	CCSER2	NA	
11346	CLASP1	-1	
11347	FAM13B	0.075	
11348	CADM1	0.171	
11349	STX17	-1	
11350	IQCG	-1	
11351	COMT	-1	
11352	AES	-1	
11353	TBCB	-1	
11354	PDE1C	0.134	
11355	CREM	-1	
11356	EIF1AY	NA	
11357	ZNF672	0.182	
11358	PSME1	-1	
11359	NOSIP	-1	
11360	NA	NA	
11361	KLK1	-1	
11362	ARL3	0.064	
11363	ATP6V1B2	-1	
11364	TAS2R9	-1	
11365	SYNJ2BP	0.08	
11366	SH3GLB1	-1	
11367	NOV	0.096	
11368	CEACAM4	-1	
11369	LEPROT	-1	
11370	SIGMAR1	-1	
11371	ATP5O	0.086	
11372	PSMB4	-1	
11373	RPP30	-1	
11374	CD164	0.091	
11375	HDLBP	0.078	
11376	PSMA1	0.128	
11377	TPSB2	0.048	
11378	NDN	0.059	
11379	ATN1	0.086	
